Flow ID;Src IP;Src Port;Dst IP;Dst Port;Protocol;Timestamp;Flow Duration;Tot Fwd Pkts;Tot Bwd Pkts;TotLen Fwd Pkts;TotLen Bwd Pkts;Fwd Pkt Len Max;Fwd Pkt Len Min;Fwd Pkt Len Mean;Fwd Pkt Len Std;Bwd Pkt Len Max;Bwd Pkt Len Min;Bwd Pkt Len Mean;Bwd Pkt Len Std;Flow Byts/s;Flow Pkts/s;Flow IAT Mean;Flow IAT Std;Flow IAT Max;Flow IAT Min;Fwd IAT Tot;Fwd IAT Mean;Fwd IAT Std;Fwd IAT Max;Fwd IAT Min;Bwd IAT Tot;Bwd IAT Mean;Bwd IAT Std;Bwd IAT Max;Bwd IAT Min;Fwd PSH Flags;Bwd PSH Flags;Fwd URG Flags;Bwd URG Flags;Fwd Header Len;Bwd Header Len;Fwd Pkts/s;Bwd Pkts/s;Pkt Len Min;Pkt Len Max;Pkt Len Mean;Pkt Len Std;Pkt Len Var;FIN Flag Cnt;SYN Flag Cnt;RST Flag Cnt;PSH Flag Cnt;ACK Flag Cnt;URG Flag Cnt;CWE Flag Count;ECE Flag Cnt;Down/Up Ratio;Pkt Size Avg;Fwd Seg Size Avg;Bwd Seg Size Avg;Fwd Byts/b Avg;Fwd Pkts/b Avg;Fwd Blk Rate Avg;Bwd Byts/b Avg;Bwd Pkts/b Avg;Bwd Blk Rate Avg;Subflow Fwd Pkts;Subflow Fwd Byts;Subflow Bwd Pkts;Subflow Bwd Byts;Init Fwd Win Byts;Init Bwd Win Byts;Fwd Act Data Pkts;Fwd Seg Size Min;Active Mean;Active Std;Active Max;Active Min;Idle Mean;Idle Std;Idle Max;Idle Min;Label
192,168,0,3-192,168,0,4-56699-8001-17;192,168,0,4;8001;192,168,0,3;56699;17;18/08/2018 03:37:14 PM;8497437;2;1;96,0;48,0;48,0;48,0;48,0;0,0;48,0;48,0;48,0;0,0;16,946,286,274,320,100;0,35304763071500267;4248718,5;14,640,836,823,298,300;5283982,0;3213455,0;3213455,0;3213455,0;0,0;3213455,0;3213455,0;0;0;0;0;0;0;0;0;0;16;8;0,23536508714333512;0,11768254357166756;48,0;48,0;48,0;0,0;0,0;0;0;0;0;0;0;0;0;0,0;64,0;48,0;48,0;0;0;0;0;0;0;2;96;1;48;-1;-1;2;0;0;0;0;0;5283982,0;0,0;5283982,0;5283982,0;VoIP
192,168,0,4-192,168,0,5-41525-5060-6;192,168,0,5;5060;192,168,0,4;41525;6;18/08/2018 03:36:58 PM;8350;1;2;2,0;4,0;2,0;2,0;2,0;0,0;4,0;0,0;2,0;28,284,271,247,461,900;7,185,628,742,514,970;35,928,143,712,574,800;4175,0;20,760,655,095,637,000;5643,0;2707,0;0;0;0;0;0;8350,0;8350,0;0,0;8350,0;8350,0;0;1;0;0;32;64;11,976,047,904,191,600;23,952,095,808,383,200;0,0;4,0;2,5;19,148,542,155,126,700;36,666,666,666,666,600;0;0;0;1;1;0;0;0;2,0;33,333,333,333,333,300;2,0;2,0;0;0;0;0;0;0;1;2;2;4;-1;465;1;0;0;0;0;0;0;0;0;0;VoIP
192,168,0,3-192,168,0,4-56698-8000-17;192,168,0,4;8000;192,168,0,3;56698;17;18/08/2018 03:37:18 PM;9952649;788;1;14006,0;13,0;112,0;13,0;177,741,116,751,269;2,122,301,835,518,240;13,0;13,0;13,0;0,0;1,408,569,718,473,940;7,927,537,683,686,020;12,630,265,228,426,400;20,700,307,219,652,900;75752,0;263,0;9952375,0;1,264,596,569,250,310;2,070,877,579,933,110;75752,0;263,0;0;0;0;0;0;0;0;0;0;6304;8;7,917,490,107,407,580;0,10047576278436023;13,0;112,0;17,762,025,316,455,600;2,119,746,202,732,450;44,933,239,639,986,400;0;0;0;0;0;0;0;0;0,0;17,784,537,389,100,100;17,774,111,675,126,900;13,0;0;0;0;0;0;0;788;14006;1;13;-1;-1;788;0;0;0;0;0;0;0;0;0;VoIP
192,168,0,3-192,168,0,4-56698-8000-17;192,168,0,4;8000;192,168,0,3;56698;17;18/08/2018 03:37:28 PM;9980183;788;1;13907,0;13,0;112,0;13,0;1,764,847,715,736,040;20,955,862,982,893,300;13,0;13,0;13,0;0,0;13,947,640,038,263,800;7,905,666,659,619,360;12,665,206,852,791,800;20,710,710,110,469,400;77004,0;265,0;9977899,0;12,678,397,712,833,500;20,720,568,156,566,900;77004,0;265,0;0;0;0;0;0;0;0;0;0;6304;8;789,564,680,327,004;0,10019856349327462;13,0;112,0;17,636,708,860,759,400;20,930,591,296,450,700;4,380,896,520,190,590;0;0;0;0;0;0;0;0;0,0;17,659,062,103,929,000;17,648,477,157,360,400;13,0;0;0;0;0;0;0;788;13907;1;13;-1;-1;788;0;0;0;0;0;0;0;0;0;VoIP
192,168,0,3-192,168,0,4-56699-8001-17;192,168,0,4;8001;192,168,0,3;56699;17;18/08/2018 03:37:27 PM;9100104;2;1;96,0;48,0;48,0;48,0;48,0;0,0;48,0;48,0;48,0;0,0;15,823,994,978,518,900;0,32966656205247763;4550052,0;1,155,186,206,288,830;4631736,0;4468368,0;4468368,0;4468368,0;0,0;4468368,0;4468368,0;0;0;0;0;0;0;0;0;0;16;8;0,2197777080349851;0,10988885401749254;48,0;48,0;48,0;0,0;0,0;0;0;0;0;0;0;0;0;0,0;64,0;48,0;48,0;0;0;0;0;0;0;2;96;1;48;-1;-1;2;0;0;0;0;0;0;0;0;0;VoIP
192,168,0,3-192,168,0,4-56698-8000-17;192,168,0,4;8000;192,168,0,3;56698;17;18/08/2018 03:37:38 PM;9972534;792;1;13959,0;112,0;112,0;13,0;17,625,000,000,000,000;20,905,410,504,679,200;112,0;112,0;112,0;0,0;14,109,753,849,924,200;7,951,840,525,186,470;12,591,583,333,333,300;20,983,717,141,939,300;77924,0;263,0;9972214,0;12,607,097,345,132,700;2,099,244,826,452,150;77924,0;263,0;0;0;0;0;0;0;0;0;0;6336;8;7,941,812,983,540,590;0,10027541645884587;13,0;112,0;17,862,720,403,022,600;21,408,888,930,788,900;4,583,405,252,508,560;0;0;0;0;0;0;0;0;0,0;17,885,245,901,639,300;17,625;112,0;0;0;0;0;0;0;792;13959;1;112;-1;-1;792;0;0;0;0;0;0;0;0;0;VoIP
192,168,0,3-192,168,0,4-56699-8001-17;192,168,0,4;8001;192,168,0,3;56699;17;18/08/2018 03:37:42 PM;6035525;1;1;48,0;48,0;48,0;48,0;48,0;0,0;48,0;48,0;48,0;0,0;15,905,824,265,494,700;0,3313713388644733;6035525,0;0,0;6035525,0;6035525,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0,16568566943223664;0,16568566943223664;48,0;48,0;48,0;0,0;0,0;0;0;0;0;0;0;0;0;1,0;72,0;48,0;48,0;0;0;0;0;0;0;1;48;1;48;-1;-1;1;0;0;0;0;0;6035525,0;0,0;6035525,0;6035525,0;VoIP
192,168,0,4-192,168,0,5-41525-5060-6;192,168,0,5;5060;192,168,0,4;41525;6;18/08/2018 03:37:28 PM;8350;1;2;2,0;4,0;2,0;2,0;2,0;0,0;4,0;0,0;2,0;28,284,271,247,461,900;7,185,628,742,514,970;35,928,143,712,574,800;4175,0;20,407,101,705,043,700;5618,0;2732,0;0;0;0;0;0;8350,0;8350,0;0,0;8350,0;8350,0;0;1;0;0;32;64;11,976,047,904,191,600;23,952,095,808,383,200;0,0;4,0;2,5;19,148,542,155,126,700;36,666,666,666,666,600;0;0;0;1;1;0;0;0;2,0;33,333,333,333,333,300;2,0;2,0;0;0;0;0;0;0;1;2;2;4;-1;465;1;0;0;0;0;0;0;0;0;0;VoIP
192,168,0,3-192,168,0,4-56698-8000-17;192,168,0,4;8000;192,168,0,3;56698;17;18/08/2018 03:37:48 PM;9969408;785;1;13967,0;13,0;112,0;13,0;1,779,235,668,789,800;2,126,152,610,998,730;13,0;13,0;13,0;0,0;14,022,898,852,168,500;7,884,119,097,141,970;12,699,882,802,547,700;2,066,590,435,426,460;75720,0;265,0;9969096,0;12,715,683,673,469,300;20,674,351,345,941,000;75720,0;265,0;0;0;0;0;0;0;0;0;0;6280;8;787,408,841,126,775;0,10030685874226435;13,0;112,0;17,780,177,890,724,200;2,123,583,110,251,690;45,096,052,261,462,400;0;0;0;0;0;0;0;0;0,0;17,802,798,982,188,200;1,779,235,668,789,800;13,0;0;0;0;0;0;0;785;13967;1;13;-1;-1;785;0;0;0;0;0;0;0;0;0;VoIP
192,168,0,3-192,168,0,4-56699-8001-17;192,168,0,4;8001;192,168,0,3;56699;17;18/08/2018 03:37:53 PM;9519714;2;1;96,0;48,0;48,0;48,0;48,0;0,0;48,0;48,0;48,0;0,0;15,126,504,850,881,000;0,315135517726688;4759857,0;17,874,103,793,477,300;6023747,0;3495967,0;6023747,0;6023747,0;0,0;6023747,0;6023747,0;0;0;0;0;0;0;0;0;0;16;8;0,21009034515112532;0,10504517257556266;48,0;48,0;48,0;0,0;0,0;0;0;0;0;0;0;0;0;0,0;64,0;48,0;48,0;0;0;0;0;0;0;2;96;1;48;-1;-1;2;0;3495967,0;0,0;3495967,0;3495967,0;6023747,0;0,0;6023747,0;6023747,0;VoIP
